Wilayah;Keterangan;Bahasa Indonesia;Bahasa Inggris;Matematika;IPA;Fisika;Kimia;Biologi;Ekonomi;Sosiologi;Geografi;Kejuruan;Jumlah Peserta;latitude;longitude
Kabupaten Nunukan;Nilai Rata-rata Sekolah UN SMA IPS;59,18;45,97;32,54;;;;;35,21;50,19;38,27;;729;40.609.227;117.666.952
Kabupaten Nunukan;Nilai Rata-rata Sekolah UN SMA SMK;59,27;41,09;32,73;;;;;;;;74,91;447;40.609.227;117.666.952
Kabupaten Nunukan;Nilai Rata-rata Sekolah UN SMA IPA;66,48;53,6;34,97;;45,18;38,81;41,79;;;;;639;40.609.227;117.666.952
Kabupaten Nunukan;Nilai Rata-rata Sekolah UN SMP;64,53;47,96;42,4;46,8;;;;;;;;2616;40.609.227;117.666.952
Kabupaten Ogan Ilir;Nilai Rata-rata Sekolah UN SMP;73,76;70,7;68,58;64,59;;;;;;;;7075;-3.426.544;1.046.121.475
Kabupaten Ogan Ilir;Nilai Rata-rata Sekolah UN SMA IPA;76,88;64,95;69,8;;81,32;68,49;61,43;;;;;1310;-3.426.544;1.046.121.475
Kabupaten Ogan Ilir;Nilai Rata-rata Sekolah UN SMA IPS;74,28;62,77;73,75;;;;;63,51;66,73;67,46;;2091;-3.426.544;1.046.121.475
Kabupaten Ogan Ilir;Nilai Rata-rata Sekolah UN SMA SMK;66,42;62,91;57,11;;;;;;;;80,24;924;-3.426.544;1.046.121.475
Kabupaten Ogan Komering Ilir;Nilai Rata-rata Sekolah UN SMP;74,24;73,71;75,19;71,71;;;;;;;;11124;-34.559.744;1.052.194.808
Kabupaten Ogan Komering Ilir;Nilai Rata-rata Sekolah UN SMA IPA;72,76;63,11;66,09;;73,03;68,13;76,94;;;;;2198;-34.559.744;1.052.194.808
Kabupaten Ogan Komering Ilir;Nilai Rata-rata Sekolah UN SMA IPS;67,85;58,55;67,83;;;;;62,5;60,99;59,39;;2834;-34.559.744;1.052.194.808
Kabupaten Ogan Komering Ilir;Nilai Rata-rata Sekolah UN SMA SMK;69,96;66,17;57,5;;;;;;;;79,61;1297;-34.559.744;1.052.194.808
Kabupaten Ogan Komering Ulu;Nilai Rata-rata Sekolah UN SMA SMK;59,01;49,48;38,29;;;;;;;;79,19;1210;-40.283.486;1.040.072.348
Kabupaten Ogan Komering Ulu;Nilai Rata-rata Sekolah UN SMA IPS;61,43;54,31;48,01;;;;;53,32;53,89;46,7;;1873;-40.283.486;1.040.072.348
Kabupaten Ogan Komering Ulu;Nilai Rata-rata Sekolah UN SMA IPA;73,25;63,26;45,77;;63,86;52,32;57,06;;;;;1613;-40.283.486;1.040.072.348
Kabupaten Ogan Komering Ulu;Nilai Rata-rata Sekolah UN SMP;70,91;64,41;62;65,25;;;;;;;;5814;-40.283.486;1.040.072.348
Kabupaten Ogan Komering Ulu Selatan;Nilai Rata-rata Sekolah UN SMP;68,89;57,2;60,92;63,74;;;;;;;;5292;-46.681.951;1.040.072.348
Kabupaten Ogan Komering Ulu Selatan;Nilai Rata-rata Sekolah UN SMA SMK;60,97;58,37;52,42;;;;;;;;74,97;638;-46.681.951;1.040.072.348
Kabupaten Ogan Komering Ulu Selatan;Nilai Rata-rata Sekolah UN SMA IPS;73,86;60,22;59,03;;;;;59,16;58,66;57,76;;1468;-46.681.951;1.040.072.348
Kabupaten Ogan Komering Ulu Selatan;Nilai Rata-rata Sekolah UN SMA IPA;74,98;62,2;56,27;;59,54;63,29;63,28;;;;;957;-46.681.951;1.040.072.348
Kabupaten Ogan Komering Ulu Timur;Nilai Rata-rata Sekolah UN SMP;66,14;48,34;43,04;47,44;;;;;;;;10971;-38.567.934;1.047.520.939
Kabupaten Ogan Komering Ulu Timur;Nilai Rata-rata Sekolah UN SMA IPA;74,21;59,52;51,07;;62,9;50,79;56,79;;;;;2006;-38.567.934;1.047.520.939
Kabupaten Ogan Komering Ulu Timur;Nilai Rata-rata Sekolah UN SMA IPS;65,7;49,22;41,52;;;;;44,66;50,56;44,83;;2863;-38.567.934;1.047.520.939
Kabupaten Ogan Komering Ulu Timur;Nilai Rata-rata Sekolah UN SMA SMK;62,04;49,36;42,83;;;;;;;;74,87;2273;-38.567.934;1.047.520.939
Kabupaten Pacitan;Nilai Rata-rata Sekolah UN SMA IPA;78,09;73,01;60,63;;71,54;61,03;72,17;;;;;768;-8.204.614;11.108.769
Kabupaten Pacitan;Nilai Rata-rata Sekolah UN SMA IPS;68,73;61,45;47,29;;;;;57,49;64,39;53,72;;1239;-8.204.614;11.108.769
Kabupaten Pacitan;Nilai Rata-rata Sekolah UN SMA SMK;72,4;48,29;41,2;;;;;;;;78,06;3277;-8.204.614;11.108.769
Kabupaten Pacitan;Nilai Rata-rata Sekolah UN SMP;74,48;55,15;50,62;59,45;;;;;;;;8091;-8.204.614;11.108.769
Kabupaten Padang Lawas;Nilai Rata-rata Sekolah UN SMP;68,77;79,12;86,77;71,43;;;;;;;;4414;11.186.977;998.124.935
Kabupaten Padang Lawas;Nilai Rata-rata Sekolah UN SMA IPA;78,34;62,73;66,47;;65,27;72,1;66,29;;;;;842;11.186.977;998.124.935
Kabupaten Padang Lawas;Nilai Rata-rata Sekolah UN SMA IPS;74,11;59,06;70,27;;;;;64,31;57,7;60,21;;991;11.186.977;998.124.935
Kabupaten Padang Lawas;Nilai Rata-rata Sekolah UN SMA SMK;70,54;69,18;72,24;;;;;;;;80,71;1047;11.186.977;998.124.935
Kabupaten Padang Lawas utara;Nilai Rata-rata Sekolah UN SMA SMK;51,95;51,81;43,62;;;;;;;;75,07;511;15.758.644;99.634.135
Kabupaten Padang Lawas utara;Nilai Rata-rata Sekolah UN SMA IPS;55,02;49,48;45,84;;;;;42,87;46,66;40,19;;1447;15.758.644;99.634.135
Kabupaten Padang Lawas utara;Nilai Rata-rata Sekolah UN SMA IPA;60,95;51,67;36,51;;54,16;39,8;44,35;;;;;607;15.758.644;99.634.135
Kabupaten Padang Lawas utara;Nilai Rata-rata Sekolah UN SMP;78,43;81,37;86,56;79,8;;;;;;;;4322;15.758.644;99.634.135
Kabupaten Padang Pariaman;Nilai Rata-rata Sekolah UN SMP;74,75;77,07;80,69;77,85;;;;;;;;7692;-0.5546757;1.002.151.578
Kabupaten Padang Pariaman;Nilai Rata-rata Sekolah UN SMA IPA;73,89;48,6;56,15;;79,23;65,59;64,18;;;;;1814;-0.5546757;1.002.151.578
Kabupaten Padang Pariaman;Nilai Rata-rata Sekolah UN SMA IPS;64,58;44,07;65,14;;;;;58,57;57,7;41,01;;2000;-0.5546757;1.002.151.578
Kabupaten Padang Pariaman;Nilai Rata-rata Sekolah UN SMA SMK;60,61;42,28;32,11;;;;;;;;75,65;1055;-0.5546757;1.002.151.578
Kabupaten Pakpak Bharat;Nilai Rata-rata Sekolah UN SMA IPA;85,72;81,93;80,46;;88,18;90,17;81,1;;;;;230;2.545.786;98.299.838
Kabupaten Pakpak Bharat;Nilai Rata-rata Sekolah UN SMA IPS;81,61;78,44;84,89;;;;;77,44;74,04;60,82;;311;2.545.786;98.299.838
Kabupaten Pakpak Bharat;Nilai Rata-rata Sekolah UN SMA SMK;58,57;56,23;73,09;;;;;;;;82,81;212;2.545.786;98.299.838
Kabupaten Pakpak Bharat;Nilai Rata-rata Sekolah UN SMP;84,52;84,65;76,17;80,45;;;;;;;;1016;2.545.786;98.299.838
Kabupaten Pamekasan;Nilai Rata-rata Sekolah UN SMP;74,17;79,42;80,39;81,64;;;;;;;;15484;-71.666.667;1.134.666.667
Kabupaten Pamekasan;Nilai Rata-rata Sekolah UN SMA IPA;74,08;71,43;75,76;;76,47;72,41;69,45;;;;;3285;-71.666.667;1.134.666.667
Kabupaten Pamekasan;Nilai Rata-rata Sekolah UN SMA IPS;71,85;69,64;68,4;;;;;66,79;74,75;54,08;;5443;-71.666.667;1.134.666.667
Kabupaten Pamekasan;Nilai Rata-rata Sekolah UN SMA SMK;66,69;73,93;73,01;;;;;;;;75,38;2503;-71.666.667;1.134.666.667
Kabupaten Pandeglang;Nilai Rata-rata Sekolah UN SMA IPS;67,26;58,74;56,95;;;;;45,94;55,86;55,11;;4352;-6.314.835;106.103.897
Kabupaten Pandeglang;Nilai Rata-rata Sekolah UN SMA SMK;52,89;41,09;31,42;;;;;;;;77,74;5069;-6.314.835;106.103.897
Kabupaten Pandeglang;Nilai Rata-rata Sekolah UN SMA IPA;64,74;64,32;53,18;;65,8;63,59;64,55;;;;;2200;-6.314.835;106.103.897
Kabupaten Pandeglang;Nilai Rata-rata Sekolah UN SMP;60,64;49,99;46,87;49,2;;;;;;;;23209;-6.314.835;106.103.897
Kabupaten Pangandaran;Nilai Rata-rata Sekolah UN SMP;66,41;51,65;50,17;53,1;;;;;;;;6523;;
Kabupaten Pangandaran;Nilai Rata-rata Sekolah UN SMA IPA;72,24;50,49;44,65;;54,1;48,22;49,29;;;;;738;;
Kabupaten Pangandaran;Nilai Rata-rata Sekolah UN SMA IPS;63,71;46,53;46,01;;;;;44,52;48,88;44,89;;787;;
Kabupaten Pangandaran;Nilai Rata-rata Sekolah UN SMA SMK;65,51;55,98;54,49;;;;;;;;75,61;1663;;
Kabupaten Pangkajene dan Kepulauan;Nilai Rata-rata Sekolah UN SMA SMK;56,33;57,74;43,37;;;;;;;;78,22;1575;-4.805.035;1.195.571.677
Kabupaten Pangkajene dan Kepulauan;Nilai Rata-rata Sekolah UN SMA IPS;63,56;61,31;63,39;;;;;56,9;53,04;48,04;;1220;-4.805.035;1.195.571.677
Kabupaten Pangkajene dan Kepulauan;Nilai Rata-rata Sekolah UN SMA IPA;73,03;68,98;69,84;;80,62;47,26;77,92;;;;;1254;-4.805.035;1.195.571.677
Kabupaten Pangkajene dan Kepulauan;Nilai Rata-rata Sekolah UN SMP;68,34;63,93;65,6;67,88;;;;;;;;5699;-4.805.035;1.195.571.677
Kabupaten Paniai;Nilai Rata-rata Sekolah UN SMA SMK;51,82;37,53;28,64;;;;;;;;67,45;125;-37.876.441;1.363.624.686
Kabupaten Paniai;Nilai Rata-rata Sekolah UN SMA IPA;37,56;34,75;27,46;;27,03;28,52;28,04;;;;;198;-37.876.441;1.363.624.686
Kabupaten Paniai;Nilai Rata-rata Sekolah UN SMA IPS;37,95;31,93;34,64;;;;;26,26;30,56;23,7;;204;-37.876.441;1.363.624.686
Kabupaten Paniai;Nilai Rata-rata Sekolah UN SMP;64,99;68,66;68,61;69,98;;;;;;;;674;-37.876.441;1.363.624.686
Kabupaten Parigi Moutong;Nilai Rata-rata Sekolah UN SMA SMK;50,82;38,64;29,78;;;;;;;;75,45;847;0.5817607;1.208.039.474
Kabupaten Parigi Moutong;Nilai Rata-rata Sekolah UN SMA IPS;57,95;50,49;37,95;;;;;44,28;51,51;42,7;;1487;0.5817607;1.208.039.474
Kabupaten Parigi Moutong;Nilai Rata-rata Sekolah UN SMA IPA;65,83;55,72;39,29;;49,87;37,35;46,26;;;;;1541;0.5817607;1.208.039.474
Kabupaten Parigi Moutong;Nilai Rata-rata Sekolah UN SMP;61,66;51,66;45,82;53;;;;;;;;6982;0.5817607;1.208.039.474
Kabupaten Pasaman;Nilai Rata-rata Sekolah UN SMA SMK;64,17;42,42;35,32;;;;;;;;77,16;928;0.1288752;997.901.781
Kabupaten Pasaman;Nilai Rata-rata Sekolah UN SMA IPS;62,6;43,81;62,6;;;;;55,27;56,54;42,14;;1311;0.1288752;997.901.781
Kabupaten Pasaman;Nilai Rata-rata Sekolah UN SMA IPA;71,19;51,44;57,91;;82,31;72,9;64,52;;;;;1006;0.1288752;997.901.781
Kabupaten Pasaman;Nilai Rata-rata Sekolah UN SMP;70,61;45,59;40,28;45,75;;;;;;;;4741;0.1288752;997.901.781
Kabupaten Pasaman Barat;Nilai Rata-rata Sekolah UN SMA SMK;60,88;40,75;31,34;;;;;;;;75,32;1248;0.2213005;99.634.135
Kabupaten Pasaman Barat;Nilai Rata-rata Sekolah UN SMA IPS;64,42;39,78;46,47;;;;;46,55;50,97;39,87;;2258;0.2213005;99.634.135
Kabupaten Pasaman Barat;Nilai Rata-rata Sekolah UN SMA IPA;73,02;46,97;45,43;;72,45;56,82;58,66;;;;;1274;0.2213005;99.634.135
Kabupaten Pasaman Barat;Nilai Rata-rata Sekolah UN SMP;69,32;44,28;40,03;44,51;;;;;;;;6982;0.2213005;99.634.135
Kabupaten Paser;Nilai Rata-rata Sekolah UN SMA SMK;65,48;41,79;33,97;;;;;;;;78,56;1079;-17.175.266;1.159.467.997
Kabupaten Paser;Nilai Rata-rata Sekolah UN SMA IPS;63,16;43,6;30,59;;;;;37,2;52,12;40,77;;885;-17.175.266;1.159.467.997
Kabupaten Paser;Nilai Rata-rata Sekolah UN SMP;70,38;48,91;42,99;48,11;;;;;;;;4026;-17.175.266;1.159.467.997
Kabupaten Paser;Nilai Rata-rata Sekolah UN SMA IPA;72,47;53,68;31,14;;36,76;36,93;41,21;;;;;645;-17.175.266;1.159.467.997
Kabupaten Pasuruan;Nilai Rata-rata Sekolah UN SMA SMK;73,66;64,46;63,27;;;;;;;;79,4;7016;-68.623.098;1.088.001.936
Kabupaten Pasuruan;Nilai Rata-rata Sekolah UN SMA IPS;66,84;62,86;59,55;;;;;51,05;62,97;49,72;;3974;-68.623.098;1.088.001.936
Kabupaten Pasuruan;Nilai Rata-rata Sekolah UN SMA IPA;73,62;72,57;62,66;;69,7;49,66;64,89;;;;;2498;-68.623.098;1.088.001.936
Kabupaten Pasuruan;Nilai Rata-rata Sekolah UN SMP;76,9;68,62;69,72;71,43;;;;;;;;21154;-68.623.098;1.088.001.936
Kabupaten Pati;Nilai Rata-rata Sekolah UN SMP;73,6;57,16;53,06;57,85;;;;;;;;19872;-6.751.338;111.038.002
Kabupaten Pati;Nilai Rata-rata Sekolah UN SMA IPA;76,91;59,51;52,98;;60,58;51,4;60;;;;;3421;-6.751.338;111.038.002
Kabupaten Pati;Nilai Rata-rata Sekolah UN SMA IPS;68,79;51,77;47,79;;;;;59;63,27;46,57;;4762;-6.751.338;111.038.002
Kabupaten Pati;Nilai Rata-rata Sekolah UN SMA SMK;70,8;59,13;55,09;;;;;;;;85,96;5316;-6.751.338;111.038.002
Kabupaten Pegunungan Arfak;Nilai Rata-rata Sekolah UN SMA IPS;64,36;64,69;44,63;;;;;62,43;63,92;54,23;;119;;
Kabupaten Pegunungan Arfak;Nilai Rata-rata Sekolah UN SMA SMK;;;;;;;;;;;;;;
Kabupaten Pegunungan Arfak;Nilai Rata-rata Sekolah UN SMA IPA;64,01;65,08;66,22;;64,72;73,61;87,36;;;;;18;;
Kabupaten Pegunungan Arfak;Nilai Rata-rata Sekolah UN SMP;73,8;65,33;66,73;60,64;;;;;;;;246;;
Kabupaten Pegunungan Bintang;Nilai Rata-rata Sekolah UN SMP;72,52;71,58;67,16;68,13;;;;;;;;376;-45.589.872;1.405.135.589
Kabupaten Pegunungan Bintang;Nilai Rata-rata Sekolah UN SMA IPA;63,8;54,66;48,01;;62,14;61,07;53,39;;;;;28;-45.589.872;1.405.135.589
Kabupaten Pegunungan Bintang;Nilai Rata-rata Sekolah UN SMA SMK;38,81;71,08;65,43;;;;;;;;75,22;52;-45.589.872;1.405.135.589
Kabupaten Pegunungan Bintang;Nilai Rata-rata Sekolah UN SMA IPS;49,97;41,51;36,14;;;;;28,99;52,94;29,16;;64;-45.589.872;1.405.135.589
Kabupaten Pekalongan;Nilai Rata-rata Sekolah UN SMP;75,82;51,99;45,04;50,29;;;;;;;;13520;-6.882.887;109.669.998
Kabupaten Pekalongan;Nilai Rata-rata Sekolah UN SMA IPA;77,4;62,15;49,34;;62,03;51,76;58,92;;;;;1331;-6.882.887;109.669.998
Kabupaten Pekalongan;Nilai Rata-rata Sekolah UN SMA IPS;70,27;57,79;50,23;;;;;61,64;65,58;50,43;;1997;-6.882.887;109.669.998
Kabupaten Pekalongan;Nilai Rata-rata Sekolah UN SMA SMK;74,39;53,82;57,75;;;;;;;;82,71;4223;-6.882.887;109.669.998
Kabupaten Pelalawan;Nilai Rata-rata Sekolah UN SMP;75,49;68,8;62,86;63,1;;;;;;;;4912;0.441415;102.088.699
Kabupaten Pelalawan;Nilai Rata-rata Sekolah UN SMA IPA;77,24;65,93;62,31;;79,76;72,14;65,58;;;;;836;0.441415;102.088.699
Kabupaten Pelalawan;Nilai Rata-rata Sekolah UN SMA IPS;68,48;56,18;44,59;;;;;54,35;56,02;43,61;;1133;0.441415;102.088.699
Kabupaten Pelalawan;Nilai Rata-rata Sekolah UN SMA SMK;61,97;49,61;41,72;;;;;;;;76,33;1217;0.441415;102.088.699
Kabupaten Pemalang;Nilai Rata-rata Sekolah UN SMA SMK;70,27;55,43;46,65;;;;;;;;87,44;7074;-6.884.234;109.377.998
Kabupaten Pemalang;Nilai Rata-rata Sekolah UN SMA IPS;67,56;53,43;46,36;;;;;56,91;61,68;47,55;;2426;-6.884.234;109.377.998
Kabupaten Pemalang;Nilai Rata-rata Sekolah UN SMA IPA;75,41;60,41;50,03;;57,18;48,5;54,73;;;;;2232;-6.884.234;109.377.998
Kabupaten Pemalang;Nilai Rata-rata Sekolah UN SMP;71,42;47,58;40,21;46,03;;;;;;;;23377;-6.884.234;109.377.998
Kabupaten Penajam Paser Utara;Nilai Rata-rata Sekolah UN SMA IPA;77,06;57,53;34,7;;43,98;42,24;46,67;;;;;341;-12.917.094;1.165.137.964
Kabupaten Penajam Paser Utara;Nilai Rata-rata Sekolah UN SMP;74,97;49,6;45,28;51,77;;;;;;;;2381;-12.917.094;1.165.137.964
Kabupaten Penajam Paser Utara;Nilai Rata-rata Sekolah UN SMA IPS;67,7;44,62;34,45;;;;;37,89;55,4;42,21;;544;-12.917.094;1.165.137.964
Kabupaten Penajam Paser Utara;Nilai Rata-rata Sekolah UN SMA SMK;67,14;45,35;36,82;;;;;;;;79,43;909;-12.917.094;1.165.137.964
Kabupaten Penukal Abab Lematang Ilir;Nilai Rata-rata Sekolah UN SMP;72,41;68,13;71,29;71,33;;;;;;;;2836;;
Kabupaten Penukal Abab Lematang Ilir;Nilai Rata-rata Sekolah UN SMA IPA;76,2;65,09;63,11;;66,4;67,99;65,17;;;;;637;;
Kabupaten Penukal Abab Lematang Ilir;Nilai Rata-rata Sekolah UN SMA IPS;75,01;60;60,44;;;;;51,88;59,75;59,59;;749;;
Kabupaten Penukal Abab Lematang Ilir;Nilai Rata-rata Sekolah UN SMA SMK;63,5;69,14;73,12;;;;;;;;78,06;180;;
Kabupaten Pesawaran;Nilai Rata-rata Sekolah UN SMA SMK;58,75;44,24;29,54;;;;;;;;85,97;884;-5.493.245;1.050.791.228
Kabupaten Pesawaran;Nilai Rata-rata Sekolah UN SMA IPS;62,99;42,58;35,01;;;;;38,8;42,14;41,32;;1227;-5.493.245;1.050.791.228
Kabupaten Pesawaran;Nilai Rata-rata Sekolah UN SMA IPA;72,02;52,58;40,42;;40,43;46,05;55,98;;;;;881;-5.493.245;1.050.791.228
Kabupaten Pesawaran;Nilai Rata-rata Sekolah UN SMP;65,04;46,77;42,91;46,38;;;;;;;;7114;-5.493.245;1.050.791.228
Kabupaten PESISIR BARAT;Nilai Rata-rata Sekolah UN SMP;62,74;43,48;40,38;44,01;;;;;;;;2697;;
Kabupaten PESISIR BARAT;Nilai Rata-rata Sekolah UN SMA SMK;53,1;34,35;25,21;;;;;;;;87,31;558;;
Kabupaten PESISIR BARAT;Nilai Rata-rata Sekolah UN SMA IPS;55,61;31,65;23,68;;;;;31,09;38,97;32,98;;926;;
Kabupaten PESISIR BARAT;Nilai Rata-rata Sekolah UN SMA IPA;68,38;38,71;25,4;;25,64;30,67;35,77;;;;;394;;
Kabupaten Pesisir Selatan;Nilai Rata-rata Sekolah UN SMA SMK;56,89;50,58;44,28;;;;;;;;73,7;1540;-17.223.147;1.008.903.099
Kabupaten Pesisir Selatan;Nilai Rata-rata Sekolah UN SMA IPS;75,24;69,73;72,52;;;;;84,31;76,04;55,64;;2552;-17.223.147;1.008.903.099
Kabupaten Pesisir Selatan;Nilai Rata-rata Sekolah UN SMA IPA;78,05;72,01;69,32;;68,83;83,66;78,03;;;;;2645;-17.223.147;1.008.903.099
Kabupaten Pesisir Selatan;Nilai Rata-rata Sekolah UN SMP;75,31;69,32;70,38;70,89;;;;;;;;9267;-17.223.147;1.008.903.099
Kabupaten Pidie;Nilai Rata-rata Sekolah UN SMA SMK;65,06;63,97;70,97;;;;;;;;78,34;882;50.742.659;95.940.971
Kabupaten Pidie;Nilai Rata-rata Sekolah UN SMA IPS;78,27;73,44;68,99;;;;;64,69;53,58;59,53;;1570;50.742.659;95.940.971
Kabupaten Pidie;Nilai Rata-rata Sekolah UN SMA IPA;81,37;73,6;71,92;;73,96;73,29;68,84;;;;;3020;50.742.659;95.940.971
Kabupaten Pidie;Nilai Rata-rata Sekolah UN SMP;56,59;64,38;78,62;65,99;;;;;;;;7516;50.742.659;95.940.971
Kabupaten Pidie Jaya;Nilai Rata-rata Sekolah UN SMA SMK;56,15;58,49;62,22;;;;;;;;75,91;185;51.548.063;96.195.132
Kabupaten Pidie Jaya;Nilai Rata-rata Sekolah UN SMA IPS;73,71;61,8;79,98;;;;;71,65;47,21;72,23;;416;51.548.063;96.195.132
Kabupaten Pidie Jaya;Nilai Rata-rata Sekolah UN SMA IPA;77,13;67,01;71,92;;78,83;87,22;72,14;;;;;1446;51.548.063;96.195.132
Kabupaten Pidie Jaya;Nilai Rata-rata Sekolah UN SMP;58,81;69,45;70,15;65,29;;;;;;;;2676;51.548.063;96.195.132
Kabupaten Pinrang;Nilai Rata-rata Sekolah UN SMA SMK;53,85;50,89;34,07;;;;;;;;76,79;2186;-3.793.071;1.196.408
Kabupaten Pinrang;Nilai Rata-rata Sekolah UN SMA IPS;58,8;61,7;61,71;;;;;59,58;51,11;39,88;;1179;-3.793.071;1.196.408
Kabupaten Pinrang;Nilai Rata-rata Sekolah UN SMA IPA;64,97;64,19;69,05;;83,55;60,69;76,15;;;;;1627;-3.793.071;1.196.408
Kabupaten Pinrang;Nilai Rata-rata Sekolah UN SMP;69,78;64,55;68,57;70,99;;;;;;;;6610;-3.793.071;1.196.408
Kabupaten Pohuwato;Nilai Rata-rata Sekolah UN SMP;66,23;65,23;68,98;71,04;;;;;;;;2366;0.7055278;1.217.195.459
Kabupaten Pohuwato;Nilai Rata-rata Sekolah UN SMA IPA;77,66;69,77;66,29;;65,71;69,52;63,39;;;;;401;0.7055278;1.217.195.459
Kabupaten Pohuwato;Nilai Rata-rata Sekolah UN SMA IPS;73,2;66,47;67,33;;;;;64,57;67,4;61,87;;640;0.7055278;1.217.195.459
Kabupaten Pohuwato;Nilai Rata-rata Sekolah UN SMA SMK;69,75;57,36;65,4;;;;;;;;77,88;467;0.7055278;1.217.195.459
Kabupaten Polewali Mandar;Nilai Rata-rata Sekolah UN SMA IPS;50,35;45,61;32,59;;;;;36,87;45,93;34,87;;1376;-33.419.323;1.191.390.642
Kabupaten Polewali Mandar;Nilai Rata-rata Sekolah UN SMA SMK;48,9;37,85;25,48;;;;;;;;73,61;2647;-33.419.323;1.191.390.642
Kabupaten Polewali Mandar;Nilai Rata-rata Sekolah UN SMA IPA;57,22;54,96;37,48;;49,83;32,72;42,19;;;;;1227;-33.419.323;1.191.390.642
Kabupaten Polewali Mandar;Nilai Rata-rata Sekolah UN SMP;63,01;53,92;51,8;55,97;;;;;;;;7336;-33.419.323;1.191.390.642
Kabupaten Ponorogo;Nilai Rata-rata Sekolah UN SMA SMK;73,39;59,39;47,9;;;;;;;;79,18;4810;-7.867.827;111.466.003
Kabupaten Ponorogo;Nilai Rata-rata Sekolah UN SMA IPS;69,25;63,29;61,27;;;;;56,91;66,93;55,51;;3134;-7.867.827;111.466.003
Kabupaten Ponorogo;Nilai Rata-rata Sekolah UN SMA IPA;78,5;73,22;65,38;;69,95;58,72;72,04;;;;;2202;-7.867.827;111.466.003
Kabupaten Ponorogo;Nilai Rata-rata Sekolah UN SMP;73,72;62,55;60,55;69,07;;;;;;;;13033;-7.867.827;111.466.003
Kabupaten Poso;Nilai Rata-rata Sekolah UN SMP;69,78;55,02;51,15;54,67;;;;;;;;3828;-1.391.922;120.766.998
Kabupaten Poso;Nilai Rata-rata Sekolah UN SMA IPA;71,55;57,66;37,82;;49,97;39,22;46,83;;;;;781;-1.391.922;120.766.998
Kabupaten Poso;Nilai Rata-rata Sekolah UN SMA IPS;63,97;51,77;37,36;;;;;42,16;51,96;41,08;;907;-1.391.922;120.766.998
Kabupaten Poso;Nilai Rata-rata Sekolah UN SMA SMK;56,95;39,42;27,33;;;;;;;;73,44;824;-1.391.922;120.766.998
Kabupaten Pringsewu;Nilai Rata-rata Sekolah UN SMA IPA;75,33;62,38;48,64;;51,38;45,48;65,74;;;;;1294;-53.539.884;1.049.622.498
Kabupaten Pringsewu;Nilai Rata-rata Sekolah UN SMA IPS;67,93;55,99;51,2;;;;;49,97;50,6;47,06;;1707;-53.539.884;1.049.622.498
Kabupaten Pringsewu;Nilai Rata-rata Sekolah UN SMA SMK;60,28;44,54;27,4;;;;;;;;82,75;3445;-53.539.884;1.049.622.498
Kabupaten Pringsewu;Nilai Rata-rata Sekolah UN SMP;76;65,22;56,73;61,85;;;;;;;;7715;-53.539.884;1.049.622.498
Kabupaten Probolinggo;Nilai Rata-rata Sekolah UN SMP;71,19;62,2;59,72;64,42;;;;;;;;15416;-7.753.965;113.210.675
Kabupaten Probolinggo;Nilai Rata-rata Sekolah UN SMA IPA;74,3;71,58;72,14;;75,28;65,47;70,35;;;;;2156;-7.753.965;113.210.675
Kabupaten Probolinggo;Nilai Rata-rata Sekolah UN SMA IPS;67,6;68,99;67,34;;;;;67,37;73,4;50,97;;4245;-7.753.965;113.210.675
Kabupaten Probolinggo;Nilai Rata-rata Sekolah UN SMA SMK;59,39;43,77;36,77;;;;;;;;76,22;2805;-7.753.965;113.210.675
Kabupaten Pulang Pisau;Nilai Rata-rata Sekolah UN SMP;69,92;66,59;66,73;70,58;;;;;;;;2001;-26.849.607;1.139.536.466
Kabupaten Pulang Pisau;Nilai Rata-rata Sekolah UN SMA IPA;71,58;51;33,71;;41,64;41,09;42,77;;;;;511;-26.849.607;1.139.536.466
Kabupaten Pulang Pisau;Nilai Rata-rata Sekolah UN SMA IPS;64,47;49,07;36,68;;;;;40,12;48,76;44,38;;585;-26.849.607;1.139.536.466
Kabupaten Pulang Pisau;Nilai Rata-rata Sekolah UN SMA SMK;69,7;56,92;59,72;;;;;;;;72,55;136;-26.849.607;1.139.536.466
Kabupaten PULAU TALIABU;Nilai Rata-rata Sekolah UN SMP;70,06;60,56;56,61;58,28;;;;;;;;788;;
Kabupaten PULAU TALIABU;Nilai Rata-rata Sekolah UN SMA IPA;59,91;36,36;30,22;;32,41;42,31;40,13;;;;;160;;
Kabupaten PULAU TALIABU;Nilai Rata-rata Sekolah UN SMA IPS;50,03;33,66;33,61;;;;;36,2;45,86;34,14;;232;;
Kabupaten PULAU TALIABU;Nilai Rata-rata Sekolah UN SMA SMK;51,07;59,87;60,96;;;;;;;;75,45;151;;
Kabupaten Puncak;Nilai Rata-rata Sekolah UN SMA IPS;64,86;54,66;71,03;;;;;50,32;64,25;49,37;;32;-67.125.476;1.069.542.425
Kabupaten Puncak;Nilai Rata-rata Sekolah UN SMA SMK;71,11;74,89;80;;;;;;;;75,82;9;-67.125.476;1.069.542.425
Kabupaten Puncak;Nilai Rata-rata Sekolah UN SMA IPA;;;;;;;;;;;;;-67.125.476;1.069.542.425
Kabupaten Puncak;Nilai Rata-rata Sekolah UN SMP;69,75;75,72;67,45;75,05;;;;;;;;151;-67.125.476;1.069.542.425
